condition,repeat,fold,features,auc,n_words
sens_nollama,12,0,rhythm,0.9063095238095238,0
sens_nollama,12,0,combined,0.9945238095238096,1338
sens_nollama,12,1,lexical,1.0,1258
sens_nollama,12,1,rhythm,0.9258992805755395,0
sens_nollama,12,1,combined,1.0,1258
sens_nollama,12,2,lexical,0.9997601918465229,1278
sens_nollama,12,2,rhythm,0.9422062350119904,0
sens_nollama,12,2,combined,1.0,1278
sens_nollama,12,3,lexical,0.9995203836930455,1351
sens_nollama,12,3,rhythm,0.9077937649880096,0
sens_nollama,12,3,combined,0.9998800959232614,1351
sens_nollama,12,4,lexical,1.0,1264
sens_nollama,12,4,rhythm,0.928537170263789,0
sens_nollama,12,4,combined,1.0,1264
sens_nollama,13,0,lexical,1.0,1315
sens_nollama,13,0,rhythm,0.9279761904761905,0
sens_nollama,13,0,combined,1.0,1315
sens_nollama,13,1,lexical,0.9997601918465229,1312
sens_nollama,13,1,rhythm,0.9388489208633093,0
sens_nollama,13,1,combined,0.9997601918465229,1312
sens_nollama,13,2,lexical,0.9941247002398081,1259
sens_nollama,13,2,rhythm,0.9170263788968825,0
sens_nollama,13,2,combined,0.9943645083932854,1259
sens_nollama,13,3,lexical,0.9998800959232614,1291
sens_nollama,13,3,rhythm,0.9382494004796162,0
sens_nollama,13,3,combined,1.0,1291
sens_nollama,13,4,lexical,1.0,1299
sens_nollama,13,4,rhythm,0.8770983213429255,0
sens_nollama,13,4,combined,1.0,1299
sens_nollama,14,0,lexical,0.9998809523809524,1310
sens_nollama,14,0,rhythm,0.895,0
sens_nollama,14,0,combined,1.0,1310
sens_nollama,14,1,lexical,0.9932853717026379,1299
sens_nollama,14,1,rhythm,0.9172661870503597,0
sens_nollama,14,1,combined,0.993884892086331,1299
sens_nollama,14,2,lexical,0.9997601918465229,1283
sens_nollama,14,2,rhythm,0.9189448441247003,0
sens_nollama,14,2,combined,1.0,1283
sens_nollama,14,3,lexical,0.9998800959232614,1292
sens_nollama,14,3,rhythm,0.9267386091127098,0
sens_nollama,14,3,combined,1.0,1292
sens_nollama,14,4,lexical,0.9998800959232614,1307
sens_nollama,14,4,rhythm,0.9507194244604316,0
sens_nollama,14,4,combined,0.9998800959232614,1307
sens_nollama,15,0,lexical,1.0,1279
sens_nollama,15,0,rhythm,0.9101190476190475,0
sens_nollama,15,0,combined,0.9998809523809524,1279
sens_nollama,15,1,lexical,0.9995203836930456,1327
sens_nollama,15,1,rhythm,0.9280575539568345,0
sens_nollama,15,1,combined,1.0,1327
sens_nollama,15,2,lexical,0.999400479616307,1326
sens_nollama,15,2,rhythm,0.9051558752997602,0
sens_nollama,15,2,combined,0.9992805755395683,1326
sens_nollama,15,3,lexical,0.9930455635491607,1269
sens_nollama,15,3,rhythm,0.9214628297362111,0
sens_nollama,15,3,combined,0.9929256594724221,1269
sens_nollama,15,4,lexical,1.0,1259
sens_nollama,15,4,rhythm,0.9424460431654678,0
sens_nollama,15,4,combined,1.0,1259
sens_nollama,16,0,lexical,1.0,1350
sens_nollama,16,0,rhythm,0.8847619047619047,0
sens_nollama,16,0,combined,1.0,1350
sens_nollama,16,1,lexical,1.0,1286
sens_nollama,16,1,rhythm,0.9386091127098322,0
sens_nollama,16,1,combined,1.0,1286
sens_nollama,16,2,lexical,1.0,1326
sens_nollama,16,2,rhythm,0.9154676258992805,0
sens_nollama,16,2,combined,1.0,1326
sens_nollama,16,3,lexical,0.9928057553956835,1276
sens_nollama,16,3,rhythm,0.930335731414868,0
sens_nollama,16,3,combined,0.9931654676258993,1276
sens_nollama,16,4,lexical,1.0,1269
sens_nollama,16,4,rhythm,0.9252997601918466,0
sens_nollama,16,4,combined,0.9998800959232614,1269
sens_nollama,17,0,lexical,0.9936904761904762,1316
sens_nollama,17,0,rhythm,0.9321428571428572,0
sens_nollama,17,0,combined,0.9944047619047619,1316
sens_nollama,17,1,lexical,0.9997601918465229,1328
sens_nollama,17,1,rhythm,0.9304556354916067,0
sens_nollama,17,1,combined,1.0,1328
sens_nollama,17,2,lexical,1.0,1253
sens_nollama,17,2,rhythm,0.9233812949640288,0
sens_nollama,17,2,combined,1.0,1253
sens_nollama,17,3,lexical,1.0,1292
sens_nollama,17,3,rhythm,0.8923261390887289,0
sens_nollama,17,3,combined,1.0,1292
sens_nollama,17,4,lexical,0.9998800959232614,1329
sens_nollama,17,4,rhythm,0.9203836930455636,0
sens_nollama,17,4,combined,0.9998800959232614,1329
sens_nollama,18,0,lexical,1.0,1284
sens_nollama,18,0,rhythm,0.9198809523809524,0
sens_nollama,18,0,combined,1.0,1284
sens_nollama,18,1,lexical,0.9936450839328538,1278
sens_nollama,18,1,rhythm,0.9149880095923261,0
sens_nollama,18,1,combined,0.993285371702638,1278
sens_nollama,18,2,lexical,0.9995203836930455,1296
sens_nollama,18,2,rhythm,0.9347721822541967,0
sens_nollama,18,2,combined,1.0,1296
sens_nollama,18,3,lexical,1.0,1331
sens_nollama,18,3,rhythm,0.9540767386091127,0
sens_nollama,18,3,combined,1.0,1331
sens_nollama,18,4,lexical,1.0,1334
sens_nollama,18,4,rhythm,0.8914868105515588,0
sens_nollama,18,4,combined,0.9997601918465228,1334
sens_nollama,19,0,lexical,0.9998809523809524,1276
sens_nollama,19,0,rhythm,0.9448809523809523,0
sens_nollama,19,0,combined,1.0,1276
sens_nollama,19,1,lexical,0.9929256594724221,1329
sens_nollama,19,1,rhythm,0.9225419664268585,0
sens_nollama,19,1,combined,0.9928057553956834,1329
sens_nollama,19,2,lexical,0.9996402877697842,1287
sens_nollama,19,2,rhythm,0.9314148681055155,0
sens_nollama,19,2,combined,0.9998800959232614,1287
sens_nollama,19,3,lexical,1.0,1278
sens_nollama,19,3,rhythm,0.8988009592326139,0
sens_nollama,19,3,combined,1.0,1278
sens_nollama,19,4,lexical,0.9992805755395683,1344
sens_nollama,19,4,rhythm,0.9015587529976019,0
sens_nollama,19,4,combined,1.0,1344
