word,old_excess_score,old_sig_bonferroni,old_direction,ai_doc_count,human_doc_count,p_ai,q_human,ratio_r,delta,r_ci_low,r_ci_high,delta_ci_low,delta_ci_high,chi2_doc,p_value,q_fdr,p_bonferroni,sig_fdr,sig_bonferroni,new_direction,survives_fdr,survives_bonferroni,survives_ci
互い,0.172,False,excess,22,58,0.065527,0.084165,0.7786,-0.018638,0.4738,1.1787,-0.051429,0.012768,1.0571,0.3038766860475256,0.4293022980738533,1.0,False,False,deficit,False,False,False
番,0.1694,False,excess,6,50,0.019943,0.072753,0.2741,-0.05281,0.1192,0.5099,-0.077053,-0.030014,12.5652,0.0003929892896149635,0.0013451096823406475,0.6617939637115986,True,False,deficit,False,False,False
会,0.1627,False,excess,22,51,0.065527,0.07418,0.8834,-0.008653,0.5416,1.3828,-0.03859,0.022699,0.2227,0.6370108477787897,0.7706366865369841,1.0,False,False,deficit,False,False,False
許可,0.1558,False,excess,19,50,0.05698,0.072753,0.7832,-0.015773,0.4575,1.209,-0.04571,0.012733,0.8551,0.3551119599395882,0.4875959809082694,1.0,False,False,deficit,False,False,False
作り,0.1558,False,excess,10,29,0.031339,0.042796,0.7323,-0.011457,0.3585,1.3828,-0.032839,0.012766,0.749,0.38680163154234337,0.5231919257167118,1.0,False,False,deficit,False,False,False
タイプ-type,0.1507,False,excess,30,79,0.088319,0.114123,0.7739,-0.025804,0.505,1.1217,-0.062841,0.011309,1.5675,0.21056428514921305,0.31773320447246844,1.0,False,False,deficit,False,False,False
不足,0.1463,False,excess,15,41,0.045584,0.059914,0.7608,-0.01433,0.4076,1.3152,-0.04141,0.014219,0.8512,0.35621281511343195,0.4880898133856952,1.0,False,False,deficit,False,False,False
得意,0.1463,False,excess,4,21,0.014245,0.031384,0.4539,-0.017139,0.121,1.0511,-0.034249,0.001386,2.7095,0.09975148974304371,0.16950707237869386,1.0,False,False,deficit,False,False,False
紹介,0.1427,False,excess,140,274,0.401709,0.392297,1.024,0.009413,0.8737,1.1829,-0.051868,0.067852,0.0404,0.8407465612559526,0.9413678252360532,1.0,False,False,excess,False,False,False
踏む,0.1413,False,excess,7,27,0.022792,0.039943,0.5706,-0.017151,0.2348,1.1021,-0.037098,0.002847,2.0099,0.15627184830513016,0.24710027469092882,1.0,False,False,deficit,False,False,False
merge,0.1399,False,excess,3,28,0.011396,0.041369,0.2755,-0.029973,0.0666,0.5917,-0.047084,-0.012867,6.9844,0.008222170298583398,0.020037821682799484,1.0,True,False,deficit,False,False,False
議論,0.136,False,excess,26,59,0.076923,0.085592,0.8987,-0.008669,0.5658,1.3858,-0.041447,0.028384,0.1936,0.6599249665313747,0.7932288676936723,1.0,False,False,deficit,False,False,False
悪用,0.1348,False,excess,5,16,0.017094,0.024251,0.7049,-0.007157,0.2219,1.634,-0.022837,0.009993,0.492,0.48304428372286323,0.6209515830452685,1.0,False,False,deficit,False,False,False
スイート-sweet,0.1348,False,excess,5,11,0.017094,0.017118,0.9986,-2.4e-05,0.2996,2.6629,-0.0157,0.01707,0.0,1.0,1.0,1.0,False,False,deficit,False,False,False
妥当,0.1348,False,excess,5,17,0.017094,0.025678,0.6657,-0.008584,0.2102,1.4648,-0.024263,0.008523,0.7022,0.40204108008874717,0.5399156984539598,1.0,False,False,deficit,False,False,False
メソッド-method,0.1344,False,excess,39,106,0.11396,0.152639,0.7466,-0.038679,0.5235,1.056,-0.078633,0.00695,2.8095,0.09370552477794268,0.1611849884842242,1.0,False,False,deficit,False,False,False
挿入,0.1307,False,excess,10,29,0.031339,0.042796,0.7323,-0.011457,0.3326,1.3872,-0.035688,0.012782,0.749,0.38680163154234337,0.5231919257167118,1.0,False,False,deficit,False,False,False
用途,0.1284,False,excess,19,63,0.05698,0.091298,0.6241,-0.034318,0.3744,0.9986,-0.064314,-9.8e-05,3.6526,0.05598070853083289,0.10598560429290114,1.0,False,False,deficit,False,False,False
orders,0.1258,False,excess,5,3,0.017094,0.005706,2.9957,0.011388,0.9986,11.9829,-1.2e-05,0.025633,1.9051,0.1675040765463246,0.2616668505603067,1.0,False,False,excess,False,False,False
悪い,0.1242,False,excess,29,84,0.08547,0.121255,0.7049,-0.035785,0.4644,1.0127,-0.072851,0.00128,2.9763,0.08449338984441153,0.14946099632141704,1.0,False,False,deficit,False,False,False
最大,0.1242,False,excess,23,78,0.068376,0.112696,0.6067,-0.04432,0.3759,0.8988,-0.078537,-0.010052,5.0953,0.023990498488333845,0.05062656573227343,1.0,False,False,deficit,False,False,False
大量,0.122,False,excess,27,70,0.079772,0.101284,0.7876,-0.021512,0.5056,1.1563,-0.057134,0.014107,1.1941,0.2745096343109122,0.39578272618114396,1.0,False,False,deficit,False,False,False
選択,0.1201,False,excess,68,214,0.196581,0.306705,0.6409,-0.110124,0.4971,0.8066,-0.162853,-0.055917,14.1864,0.0001655638628409865,0.0006279494257302281,0.2788095450242213,True,False,deficit,False,False,False
構造,0.1199,False,excess,59,150,0.17094,0.215407,0.7936,-0.044466,0.6015,1.0208,-0.092991,0.003999,2.7785,0.09553520422214928,0.16383022801435784,1.0,False,False,deficit,False,False,False
パッチ-patch,0.1199,False,excess,8,16,0.025641,0.024251,1.0573,0.00139,0.4278,2.2836,-0.017143,0.021341,0.0,1.0,1.0,1.0,False,False,excess,False,False,False
バリュー-value,0.1199,False,excess,1,18,0.005698,0.027104,0.2102,-0.021406,0.0768,0.5257,-0.034284,-0.008571,5.6349,0.017606762933527177,0.038707296057519276,1.0,True,False,deficit,False,False,False
コミット-commit,0.1167,False,excess,55,109,0.159544,0.156919,1.0167,0.002625,0.7599,1.3635,-0.040126,0.049712,0.0,1.0,1.0,1.0,False,False,excess,False,False,False
拡張,0.1164,False,excess,47,124,0.136752,0.178317,0.7669,-0.041565,0.562,1.0172,-0.08579,0.002631,2.837,0.09211428884348748,0.1591332728139694,1.0,False,False,deficit,False,False,False
新人,0.1126,False,excess,8,17,0.025641,0.025678,0.9986,-3.7e-05,0.3994,1.9972,-0.018565,0.019915,0.0,1.0,1.0,1.0,False,False,deficit,False,False,False
複数,0.1075,False,excess,94,264,0.270655,0.378031,0.716,-0.107376,0.5747,0.8628,-0.168692,-0.050312,11.762,0.0006045087008824084,0.0019539206377849824,1.0,True,False,deficit,False,False,False
スコープ-scope,0.1053,False,excess,12,23,0.037037,0.034237,1.0818,0.0028,0.5285,2.1303,-0.02,0.028441,0.0,1.0,1.0,1.0,False,False,excess,False,False,False
成熟,0.1033,False,excess,6,18,0.019943,0.027104,0.7358,-0.007161,0.2723,1.634,-0.024267,0.011368,0.4317,0.5111347158064397,0.6481557691400937,1.0,False,False,deficit,False,False,False
システム-system,0.1028,False,excess,112,272,0.321937,0.389444,0.8267,-0.067506,0.6851,0.9866,-0.130201,-0.004779,4.4387,0.035132156518870375,0.07009780992627691,1.0,False,False,deficit,False,False,False
解決,0.0996,False,excess,70,204,0.202279,0.292439,0.6917,-0.09016,0.5351,0.8619,-0.144312,-0.037384,9.6451,0.0018985662836300803,0.005409789545910415,1.0,True,False,deficit,False,False,False
対話,0.0977,False,excess,9,25,0.02849,0.03709,0.7681,-0.0086,0.3408,1.4716,-0.029986,0.012782,0.4597,0.49774562543597956,0.636661960377767,1.0,False,False,deficit,False,False,False
リ-ris,0.0972,False,excess,32,51,0.094017,0.07418,1.2674,0.019837,0.8364,1.946,-0.012988,0.058301,0.8651,0.35232422870716096,0.4855270058452202,1.0,False,False,excess,False,False,False
オープン-open,0.097,False,excess,23,60,0.068376,0.087019,0.7858,-0.018642,0.4911,1.1822,-0.048568,0.014178,1.0221,0.3120317766627168,0.4397167463598453,1.0,False,False,deficit,False,False,False
based,0.0912,False,excess,8,25,0.025641,0.03709,0.6913,-0.011449,0.2853,1.2983,-0.034249,0.008511,0.8799,0.3482215114505597,0.48144911763771964,1.0,False,False,deficit,False,False,False
ビルディング-building,0.0912,False,excess,5,11,0.017094,0.017118,0.9986,-2.4e-05,0.3329,2.5678,-0.014278,0.017117,0.0,1.0,1.0,1.0,False,False,deficit,False,False,False
ステージ-stage,0.0862,False,excess,12,23,0.037037,0.034237,1.0818,0.0028,0.5177,1.9972,-0.020012,0.025596,0.0,1.0,1.0,1.0,False,False,excess,False,False,False
ウェブ-web,0.0862,False,excess,4,41,0.014245,0.059914,0.2378,-0.045669,0.0815,0.4874,-0.065641,-0.025663,11.5187,0.0006890116037411115,0.002205885058365079,1.0,True,False,deficit,False,False,False
pull,0.0824,False,excess,6,37,0.019943,0.054208,0.3679,-0.034265,0.136,0.7192,-0.057086,-0.012879,6.6957,0.00966447839690881,0.022890269508290345,1.0,True,False,deficit,False,False,False
ビジネス-business,0.0808,False,excess,36,95,0.105413,0.136947,0.7697,-0.031534,0.5154,1.0912,-0.071453,0.011221,2.0158,0.1556682605347442,0.24637720934258386,1.0,False,False,deficit,False,False,False
OpenAPI,0.0808,False,excess,17,18,0.051282,0.027104,1.892,0.024178,0.9662,3.8127,-0.001463,0.05125,3.1071,0.07794958978127166,0.13994361321072651,1.0,False,False,excess,False,False,False
案,0.0808,False,excess,14,32,0.042735,0.047076,0.9078,-0.004341,0.4673,1.6107,-0.029998,0.024166,0.071,0.7898179251974916,0.9017311091746277,1.0,False,False,deficit,False,False,False
担う,0.0746,False,excess,10,30,0.031339,0.044223,0.7087,-0.012884,0.3073,1.3314,-0.037114,0.011339,0.9389,0.3325628697619033,0.4620758025404663,1.0,False,False,deficit,False,False,False
コンパイル-compile,0.0746,False,excess,8,17,0.025641,0.025678,0.9986,-3.7e-05,0.3994,2.1969,-0.018569,0.021337,0.0,1.0,1.0,1.0,False,False,deficit,False,False,False
注入,0.0746,False,excess,4,9,0.014245,0.014265,0.9986,-2e-05,0.3073,2.4964,-0.012851,0.014233,0.0,1.0,1.0,1.0,False,False,deficit,False,False,False
手続き,0.0746,False,excess,2,17,0.008547,0.025678,0.3329,-0.017131,0.0951,0.7994,-0.029965,-0.002877,3.5444,0.05974677491348119,0.11191720684572005,1.0,False,False,deficit,False,False,False
衝突,0.0746,False,excess,4,13,0.014245,0.019971,0.7133,-0.005726,0.2102,1.7974,-0.019984,0.009953,0.3662,0.5450700426440283,0.6824520087825603,1.0,False,False,deficit,False,False,False
皆,0.0715,False,excess,48,143,0.139601,0.205421,0.6796,-0.06582,0.5027,0.9047,-0.111436,-0.017366,6.6245,0.01005832553954805,0.023660783000410454,1.0,True,False,deficit,False,False,False
読み取る,0.0706,False,excess,19,52,0.05698,0.075606,0.7536,-0.018626,0.4476,1.1724,-0.048555,0.011291,1.1802,0.27732486428309533,0.3991099375621261,1.0,False,False,deficit,False,False,False
遅延,0.0706,False,excess,12,25,0.037037,0.03709,0.9986,-5.3e-05,0.5153,1.8319,-0.022849,0.022755,0.0,1.0,1.0,1.0,False,False,deficit,False,False,False
問題,0.0703,False,excess,144,316,0.413105,0.452211,0.9135,-0.039106,0.7784,1.0639,-0.103315,0.027876,1.3584,0.24380762084143748,0.35983526160997437,1.0,False,False,deficit,False,False,False
結論,0.0695,False,excess,17,65,0.051282,0.094151,0.5447,-0.042869,0.3026,0.8513,-0.072786,-0.012885,5.7559,0.016433265454254595,0.03646063112643575,1.0,True,False,deficit,False,False,False
Jest,0.0677,False,excess,7,12,0.022792,0.018545,1.229,0.004247,0.4438,2.7473,-0.012859,0.022756,0.0067,0.9347622723817319,1.0,1.0,False,False,excess,False,False,False
クライアント-client,0.0634,False,excess,34,123,0.099715,0.17689,0.5637,-0.077175,0.3716,0.7893,-0.119947,-0.034411,10.718,0.0010609545751093005,0.0032249954954585956,1.0,True,False,deficit,False,False,False
無効,0.0598,False,excess,12,30,0.037037,0.044223,0.8375,-0.007186,0.4094,1.5631,-0.029986,0.018472,0.2511,0.6162903113740984,0.7536912740406547,1.0,False,False,deficit,False,False,False
規模,0.0569,False,excess,43,116,0.125356,0.166904,0.7511,-0.041548,0.527,0.9988,-0.084276,-0.000168,3.0101,0.08274956678527366,0.14653025285636262,1.0,False,False,deficit,False,False,False
事項,0.0507,False,excess,18,54,0.054131,0.078459,0.6899,-0.024328,0.3923,1.1095,-0.052839,0.007031,2.0298,0.15423967387628054,0.24480641923436047,1.0,False,False,deficit,False,False,False
相互,0.0507,False,excess,8,37,0.025641,0.054208,0.473,-0.028567,0.2102,0.8935,-0.049953,-0.004336,4.4142,0.0356414236645243,0.070778487560211,1.0,False,False,deficit,False,False,False
好み,0.0507,False,excess,3,30,0.011396,0.044223,0.2577,-0.032827,0.0666,0.5549,-0.049937,-0.015673,7.9193,0.004890888545978686,0.012671163556043242,1.0,True,False,deficit,False,False,False
エクスポート-export,0.0507,False,excess,1,12,0.005698,0.018545,0.3073,-0.012847,0.1051,0.7989,-0.024299,-0.002865,2.8137,0.09346362187831714,0.16093327120969944,1.0,False,False,deficit,False,False,False
コンテンツ-contents,0.0472,False,excess,11,50,0.034188,0.072753,0.4699,-0.038565,0.225,0.7991,-0.065649,-0.012904,6.1112,0.013432957782946557,0.030445627061214002,1.0,True,False,deficit,False,False,False
注意,0.0443,False,excess,46,181,0.133903,0.259629,0.5157,-0.125726,0.3781,0.6736,-0.172765,-0.078691,21.5154,3.509959407970494e-06,1.8944780907122797e-05,0.005910771643022312,True,True,deficit,False,False,False
与える,0.0427,False,excess,34,100,0.099715,0.14408,0.6921,-0.044365,0.4772,0.9863,-0.084315,-0.001617,3.9789,0.04607472353964741,0.08897916793665853,1.0,False,False,deficit,False,False,False
動作,0.0417,False,excess,78,218,0.225071,0.312411,0.7204,-0.08734,0.5821,0.8866,-0.138658,-0.033208,8.6101,0.0033430831284438586,0.009109631049028248,1.0,True,False,deficit,False,False,False
起動,0.0397,False,excess,32,151,0.094017,0.216833,0.4336,-0.122816,0.2989,0.5898,-0.16273,-0.080032,24.1892,8.732098166870144e-07,5.308611304335496e-06,0.0014704853313009323,True,True,deficit,False,False,False
更新,0.0346,False,excess,87,184,0.250712,0.263909,0.95,-0.013196,0.7571,1.1708,-0.067431,0.043831,0.1797,0.6716517094993393,0.8004681378605005,1.0,False,False,deficit,False,False,False
ループ-loop,0.0316,False,excess,12,27,0.037037,0.039943,0.9272,-0.002906,0.473,1.7118,-0.027129,0.022731,0.03,0.8625834884388393,0.9581732153898452,1.0,False,False,deficit,False,False,False
限定,0.0316,False,excess,11,43,0.034188,0.062767,0.5447,-0.028579,0.2638,0.9511,-0.051447,-0.002926,3.7117,0.05403162438381942,0.10246537777291881,1.0,False,False,deficit,False,False,False
終わり,0.0312,False,excess,39,165,0.11396,0.236805,0.4812,-0.122844,0.3369,0.6536,-0.167047,-0.075786,22.2378,2.408897177959737e-06,1.3432393535378138e-05,0.0040565828476841976,True,True,deficit,False,False,False
粒度,0.0279,False,excess,10,34,0.031339,0.049929,0.6277,-0.01859,0.2663,1.0818,-0.042825,0.002835,1.8532,0.17340851474733895,0.26914280076914177,1.0,False,False,deficit,False,False,False
稼働,0.0279,False,excess,13,37,0.039886,0.054208,0.7358,-0.014322,0.3666,1.3059,-0.03998,0.012762,0.9476,0.3303245707689902,0.46048557713160554,1.0,False,False,deficit,False,False,False
vs,0.0279,False,excess,5,13,0.017094,0.019971,0.8559,-0.002877,0.2853,1.9972,-0.018557,0.014217,0.0636,0.8009090411181709,0.909461109401888,1.0,False,False,deficit,False,False,False
プロダクション-production,0.0279,False,excess,3,15,0.011396,0.022825,0.4993,-0.011429,0.1248,1.1412,-0.027112,0.002821,1.5898,0.20736144006792862,0.313898879204964,1.0,False,False,deficit,False,False,False
Custom,0.0279,False,excess,1,7,0.005698,0.011412,0.4993,-0.005714,0.1536,1.5004,-0.015696,0.00288,0.7715,0.3797524517544325,0.515136037885064,1.0,False,False,deficit,False,False,False
push,0.0257,False,excess,10,71,0.031339,0.10271,0.3051,-0.071371,0.1386,0.5239,-0.101308,-0.041455,16.3893,5.157504470709697e-05,0.0002187717261631015,0.0868523752867513,True,False,deficit,False,False,False
ログ-log,0.0185,False,excess,61,170,0.176638,0.243937,0.7241,-0.067299,0.561,0.9257,-0.114318,-0.017308,6.0002,0.014303853434201767,0.03224590252101175,1.0,True,False,deficit,False,False,False
然し,0.014,False,excess,90,190,0.259259,0.272468,0.9515,-0.013209,0.7595,1.1774,-0.068783,0.046641,0.1759,0.6748915230109516,0.8031924556540229,1.0,False,False,deficit,False,False,False
提示,0.0132,False,excess,9,29,0.02849,0.042796,0.6657,-0.014306,0.3026,1.2709,-0.035688,0.008502,1.2321,0.2670009829033261,0.38761177173206995,1.0,False,False,deficit,False,False,False
浸透,0.0132,False,excess,6,22,0.019943,0.03281,0.6078,-0.012867,0.2304,1.2616,-0.031404,0.007084,1.3255,0.24960272188577998,0.36614197182548214,1.0,False,False,deficit,False,False,False
整う,0.0132,False,excess,6,23,0.019943,0.034237,0.5825,-0.014294,0.2102,1.2158,-0.034245,0.005657,1.6002,0.20587042835022276,0.31232955075835594,1.0,False,False,deficit,False,False,False
アクセス-access,0.0123,False,excess,68,225,0.196581,0.322397,0.6097,-0.125815,0.4699,0.7576,-0.178591,-0.07164,18.1222,2.071674296232697e-05,9.385377954638652e-05,0.03488699514855862,True,True,deficit,False,False,False
決める,0.0118,False,excess,40,120,0.116809,0.172611,0.6767,-0.055801,0.4774,0.9322,-0.099975,-0.010221,5.4648,0.019403763534273866,0.04205397399191401,1.0,True,False,deficit,False,False,False
以上,0.0098,False,excess,74,229,0.213675,0.328103,0.6512,-0.114427,0.5175,0.8046,-0.167153,-0.061672,14.6599,0.0001287581406979655,0.0005042528114776137,0.21682870893537387,True,False,deficit,False,False,False
スケール-scale,0.0087,False,excess,10,41,0.031339,0.059914,0.5231,-0.028575,0.2605,0.9219,-0.051388,-0.004297,3.9183,0.04776439235070343,0.09203116329357502,1.0,False,False,deficit,False,False,False
操作,0.0074,False,excess,78,215,0.225071,0.308131,0.7304,-0.08306,0.5813,0.9032,-0.135777,-0.027478,7.8258,0.00515042331044072,0.013241699014934615,1.0,True,False,deficit,False,False,False
幸い,0.006,False,excess,25,122,0.074074,0.175464,0.4222,-0.10139,0.2778,0.6121,-0.137041,-0.061491,19.6577,9.26298385454516e-06,4.4824324169695546e-05,0.015598864811054049,True,True,deficit,False,False,False
フレームワーク-framework,0.006,False,excess,23,77,0.068376,0.11127,0.6145,-0.042894,0.3673,0.9381,-0.078524,-0.005844,4.8093,0.0283069303806922,0.058850457729735385,1.0,False,False,deficit,False,False,False
度,0.0058,False,excess,98,300,0.282051,0.429387,0.6569,-0.147335,0.5446,0.7801,-0.204348,-0.09028,21.2557,4.019036179640176e-06,2.148589500480653e-05,0.006768056926514056,True,True,deficit,False,False,False
標準,0.005,False,excess,47,114,0.136752,0.164051,0.8336,-0.027299,0.6157,1.1246,-0.070055,0.018309,1.2554,0.2625274538163352,0.38177567549802116,1.0,False,False,deficit,False,False,False
ナレッジ-knowledge,0.0048,False,excess,13,16,0.039886,0.024251,1.6447,0.015635,0.7573,3.1622,-0.007205,0.038435,1.2811,0.25769987821878326,0.3767118053460108,1.0,False,False,excess,False,False,False
URL,0.0043,False,excess,27,115,0.079772,0.165478,0.4821,-0.085706,0.3072,0.6999,-0.125629,-0.045748,14.4151,0.00014661832634707068,0.0005662964714873097,0.246905261568467,True,False,deficit,False,False,False
共,0.003,False,excess,28,97,0.082621,0.1398,0.591,-0.057179,0.3673,0.8459,-0.098512,-0.02011,7.0844,0.007775878776333979,0.019005195731997708,1.0,True,False,deficit,False,False,False
カレンダー-calendar,0.003,False,excess,2,44,0.008547,0.064194,0.1331,-0.055647,0.0392,0.2996,-0.07561,-0.037063,16.8496,4.046216868445779e-05,0.00017606793815149076,0.06813829206462692,True,False,deficit,False,False,False
連携,0.0018,False,excess,39,130,0.11396,0.186876,0.6098,-0.072916,0.4348,0.8323,-0.11566,-0.028663,8.9925,0.0027109295121461145,0.00750856134614154,1.0,True,False,deficit,False,False,False
日々,-0.0011,False,deficit,13,57,0.039886,0.082739,0.4821,-0.042853,0.2589,0.8152,-0.070004,-0.01292,6.6601,0.009859668101071688,0.02328707024152135,1.0,True,False,deficit,True,False,True
通り,-0.0035,False,deficit,53,258,0.153846,0.369472,0.4164,-0.215626,0.3175,0.5285,-0.262713,-0.165734,51.7401,6.335466095610993e-13,9.277326004355576e-12,1.0668924905008913e-09,True,True,deficit,True,True,True
貢献,-0.0046,False,deficit,15,45,0.045584,0.065621,0.6947,-0.020036,0.3631,1.1692,-0.049957,0.009868,1.6108,0.20438002175673656,0.3109087232505369,1.0,False,False,deficit,False,False,False
削減,-0.0076,False,deficit,27,65,0.079772,0.094151,0.8473,-0.014379,0.5385,1.2532,-0.048588,0.019829,0.5376,0.4634322007806926,0.6021757917551592,1.0,False,False,deficit,False,False,False
体系,-0.0086,False,deficit,11,46,0.034188,0.067047,0.5099,-0.032859,0.2541,0.8738,-0.057102,-0.007194,4.6957,0.030238199904168594,0.06240334391987734,1.0,False,False,deficit,False,False,True
プラグ-plug,-0.0149,False,deficit,9,27,0.02849,0.039943,0.7133,-0.011453,0.3195,1.3581,-0.031455,0.00998,0.809,0.3684200068364206,0.5019573555926637,1.0,False,False,deficit,False,False,False
返答,-0.0149,False,deficit,1,9,0.005698,0.014265,0.3994,-0.008567,0.1427,1.1427,-0.017127,0.00141,1.527,0.21655674026463131,0.32589950903095544,1.0,False,False,deficit,False,False,False
パッケージ-package,-0.0158,False,deficit,28,80,0.082621,0.115549,0.715,-0.032928,0.4627,1.043,-0.067145,0.004145,2.6125,0.10602716043970008,0.1778383846418874,1.0,False,False,deficit,False,False,False
限り,-0.0162,False,deficit,22,93,0.065527,0.134094,0.4887,-0.068567,0.2937,0.7337,-0.10419,-0.032877,11.0163,0.0009031253605579421,0.0028060204929512443,1.0,True,False,deficit,True,False,True
消費,-0.0186,False,deficit,10,24,0.031339,0.035663,0.8787,-0.004324,0.428,1.6498,-0.025706,0.017057,0.095,0.7579297672030606,0.8732376494219637,1.0,False,False,deficit,False,False,False
絞る,-0.0186,False,deficit,10,45,0.031339,0.065621,0.4776,-0.034282,0.2252,0.8282,-0.059935,-0.010039,5.298,0.0213503283153336,0.04591820291573664,1.0,True,False,deficit,True,False,True
確り,-0.0265,False,deficit,20,62,0.059829,0.089872,0.6657,-0.030043,0.3865,0.9986,-0.061465,-0.000106,2.7796,0.09547372225113936,0.16383022801435784,1.0,False,False,deficit,False,False,True
会議,-0.0265,False,deficit,6,22,0.019943,0.03281,0.6078,-0.012867,0.2304,1.2616,-0.029969,0.00567,1.3255,0.24960272188577998,0.36614197182548214,1.0,False,False,deficit,False,False,False
ホワイト-white,-0.0265,False,deficit,5,16,0.017094,0.024251,0.7049,-0.007157,0.2496,1.634,-0.022837,0.009953,0.492,0.48304428372286323,0.6209515830452685,1.0,False,False,deficit,False,False,False
ブランチ-branch,-0.029,False,deficit,58,96,0.168091,0.138374,1.2148,0.029717,0.9042,1.6064,-0.015875,0.073912,1.3022,0.25381376041639137,0.3719951022986972,1.0,False,False,excess,False,False,False
反映,-0.0308,False,deficit,25,82,0.074074,0.118402,0.6256,-0.044328,0.3919,0.9013,-0.081414,-0.011507,4.8402,0.027803633539080982,0.05787554867714756,1.0,False,False,deficit,False,False,True
検出,-0.032,False,deficit,37,45,0.108262,0.065621,1.6498,0.042642,1.086,2.5081,0.007006,0.079687,5.0019,0.02531942878764774,0.05309827905155517,1.0,False,False,excess,False,False,False
専用,-0.0328,False,deficit,17,57,0.051282,0.082739,0.6198,-0.031457,0.3504,0.9653,-0.061394,-0.002938,3.3601,0.06679323309618045,0.12346850113498119,1.0,False,False,deficit,False,False,True
メーン-main,-0.036,False,deficit,16,73,0.048433,0.105563,0.4588,-0.05713,0.2628,0.7155,-0.085653,-0.025779,9.5772,0.001970049813660983,0.0055945428097893685,1.0,True,False,deficit,True,False,True
OS,-0.0368,False,deficit,33,83,0.096866,0.119829,0.8084,-0.022963,0.5573,1.145,-0.05859,0.014107,1.1642,0.28060160262899664,0.4028415164767522,1.0,False,False,deficit,False,False,False
解消,-0.039,False,deficit,23,68,0.068376,0.098431,0.6947,-0.030055,0.4097,1.0397,-0.065702,0.004126,2.5282,0.11182953286133542,0.18608787879297314,1.0,False,False,deficit,False,False,False
クエリー-query,-0.0391,False,deficit,54,86,0.156695,0.124108,1.2626,0.032587,0.917,1.7118,-0.011591,0.07823,1.7318,0.1881812541507851,0.2896684021845723,1.0,False,False,excess,False,False,False
ドメイン-domain,-0.0406,False,deficit,17,66,0.051282,0.095578,0.5365,-0.044296,0.2984,0.8322,-0.074288,-0.014355,6.0849,0.013634103514316856,0.030777252437144215,1.0,True,False,deficit,True,False,True
構成,-0.0414,False,deficit,67,205,0.193732,0.293866,0.6593,-0.100134,0.5091,0.8205,-0.151503,-0.048784,11.9834,0.0005367627646988019,0.0017723695995152595,0.9039084957527823,True,False,deficit,True,False,True
報告,-0.0424,False,deficit,11,42,0.034188,0.061341,0.5573,-0.027153,0.2851,0.97,-0.05138,-0.001496,3.4004,0.06518007756365515,0.12101791688775665,1.0,False,False,deficit,False,False,True
ルート-route,-0.0437,False,deficit,8,46,0.025641,0.067047,0.3824,-0.041406,0.1566,0.699,-0.065641,-0.017128,7.9286,0.0048659718474495335,0.012626034809098637,1.0,True,False,deficit,True,False,True
無駄,-0.0443,False,deficit,16,57,0.048433,0.082739,0.5854,-0.034306,0.3385,0.9423,-0.062808,-0.00433,4.0652,0.04377654720014716,0.08512668069866955,1.0,False,False,deficit,False,False,True
分類,-0.0489,False,deficit,8,55,0.025641,0.079886,0.321,-0.054245,0.1362,0.5708,-0.077112,-0.028571,11.8731,0.000569505299835844,0.0018622270386865268,0.9590469249235613,True,False,deficit,True,False,True
フェーズ-phase,-0.0543,False,deficit,17,51,0.051282,0.07418,0.6913,-0.022898,0.3768,1.1098,-0.054241,0.007019,1.8889,0.16932931645407184,0.2637840600450111,1.0,False,False,deficit,False,False,False
集合,-0.0543,False,deficit,10,25,0.031339,0.03709,0.8449,-0.005751,0.3865,1.5533,-0.027133,0.015682,0.181,0.6704857256226119,0.7996444489720101,1.0,False,False,deficit,False,False,False
週,-0.0543,False,deficit,8,19,0.025641,0.028531,0.8987,-0.00289,0.3524,1.7625,-0.022841,0.017066,0.0428,0.8361658042291429,0.9387354762145843,1.0,False,False,deficit,False,False,False
旧,-0.0543,False,deficit,5,19,0.017094,0.028531,0.5991,-0.011437,0.2219,1.3314,-0.029961,0.007096,1.1993,0.27346417445207055,0.3946132560216682,1.0,False,False,deficit,False,False,False
カウント-count,-0.0543,False,deficit,1,20,0.005698,0.029957,0.1902,-0.024259,0.0713,0.4699,-0.038525,-0.011428,6.6144,0.010115562621327222,0.02375816939235013,1.0,True,False,deficit,True,False,True
クラス-class,-0.0573,False,deficit,20,81,0.059829,0.116976,0.5115,-0.057147,0.3039,0.7523,-0.089953,-0.025783,8.5461,0.003462710088881153,0.009408654696613452,1.0,True,False,deficit,True,False,True
サイズ-size,-0.0594,False,deficit,30,71,0.088319,0.10271,0.8599,-0.014391,0.5626,1.2397,-0.052851,0.021236,0.4943,0.4820011337370912,0.6209515830452685,1.0,False,False,deficit,False,False,False
機能,-0.0616,False,deficit,150,405,0.430199,0.579173,0.7428,-0.148973,0.6454,0.8471,-0.213162,-0.087627,20.4711,6.053750503033146e-06,3.063314177592547e-05,0.010194515847107817,True,True,deficit,True,True,True
詳細,-0.0633,False,deficit,68,207,0.196581,0.296719,0.6625,-0.100138,0.5153,0.8363,-0.150014,-0.045923,11.8986,0.0005617726481500097,0.001844103585739993,0.9460251394846163,True,False,deficit,True,False,True
Error,-0.0633,False,deficit,14,36,0.042735,0.052782,0.8097,-0.010047,0.4279,1.3529,-0.0357,0.014184,0.4436,0.5053779915905391,0.6442517318989158,1.0,False,False,deficit,False,False,False
