word,old_excess_score,old_sig_bonferroni,old_direction,ai_doc_count,human_doc_count,p_ai,q_human,ratio_r,delta,r_ci_low,r_ci_high,delta_ci_low,delta_ci_high,chi2_doc,p_value,q_fdr,p_bonferroni,sig_fdr,sig_bonferroni,new_direction,survives_fdr,survives_bonferroni,survives_ci
保つ,6.7769,True,excess,91,52,0.262108,0.075606,3.4668,0.186502,2.5931,4.7737,0.138014,0.23637,66.8378,2.9478895514106e-16,6.8947861174659035e-15,4.96424600457545e-13,True,True,excess,True,True,True
継続,6.6,True,excess,132,97,0.378917,0.1398,2.7104,0.239117,2.1986,3.4002,0.184906,0.296149,76.4851,2.218843095615254e-18,6.442296160372565e-17,3.736531773016088e-15,True,True,excess,True,True,True
One,6.5654,True,excess,6,6,0.019943,0.009986,1.9972,0.009957,0.7484,5.9915,-0.004292,0.025672,0.8535,0.35556286493785916,0.4875959809082694,1.0,False,False,excess,False,False,False
レビュー-review,6.4293,True,excess,116,146,0.333333,0.2097,1.5896,0.123633,1.2937,1.9546,0.06521,0.183487,18.157,2.0341532127764897e-05,9.258145973825968e-05,0.034255140103156084,True,True,excess,True,True,True
インテグレーション-integration,6.3074,True,excess,37,22,0.108262,0.03281,3.2996,0.075452,2.0562,5.4665,0.039845,0.10964,22.899,1.7074123689016536e-06,9.949074149586106e-06,0.0028752824292303846,True,True,excess,True,True,True
予期,6.2895,True,excess,26,17,0.076923,0.025678,2.9957,0.051245,1.6523,5.618,0.021282,0.082585,13.6066,0.0002253865557588507,0.0008203020496085808,0.37955095989790455,True,False,excess,True,False,True
向上,6.217,True,excess,220,149,0.62963,0.21398,2.9425,0.41565,2.5086,3.4636,0.358673,0.475535,175.0987,5.697045300644698e-40,9.593824286285672e-38,9.593824286285671e-37,True,True,excess,True,True,True
Jenkins,6.134,True,excess,32,13,0.094017,0.019971,4.7076,0.074046,2.6911,9.2368,0.042706,0.106807,28.444,9.644671863102737e-08,6.602287568075206e-07,0.00016241627417465008,True,True,excess,True,True,True
ローテーション-rotation,6.0925,False,excess,6,2,0.019943,0.00428,4.66,0.015663,1.4979,19.9715,0.002841,0.032757,4.5503,0.03291309633861351,0.06590446401215833,1.0,False,False,excess,False,False,True
多層,6.0925,False,excess,6,4,0.019943,0.007133,2.796,0.01281,0.8559,9.9858,-0.001435,0.028486,2.1328,0.14417600312319945,0.23101083659321398,1.0,False,False,excess,False,False,False
分配,6.0925,False,excess,2,3,0.008547,0.005706,1.4979,0.002841,0.3329,5.9915,-0.00571,0.012814,0.0,1.0,1.0,1.0,False,False,excess,False,False,False
アプローチ-approach,6.0223,True,excess,49,60,0.14245,0.087019,1.637,0.055432,1.1342,2.3796,0.012692,0.101048,6.8191,0.00901865388572426,0.021789688871678124,1.0,True,False,excess,True,False,True
数値,5.9994,True,excess,12,53,0.037037,0.077033,0.4808,-0.039996,0.2452,0.7896,-0.067143,-0.012908,6.2012,0.012766438349848372,0.029131005665507668,1.0,True,False,deficit,False,False,False
確保,5.9707,True,excess,91,67,0.262108,0.097004,2.702,0.165104,2.0465,3.6342,0.113802,0.214984,47.9876,4.2892190499367744e-12,5.599259596971727e-11,7.223044880093528e-09,True,True,excess,True,True,True
Secrets,5.9107,True,excess,9,9,0.02849,0.014265,1.9972,0.014225,0.8559,5.137,-0.002877,0.034168,1.5898,0.20736144006792862,0.313898879204964,1.0,False,False,excess,False,False,False
CI,5.8678,True,excess,118,100,0.339031,0.14408,2.3531,0.194951,1.8765,2.9725,0.140808,0.250481,52.3629,4.613477589273522e-13,6.9366930895862595e-12,7.769096260336611e-10,True,True,excess,True,True,True
発見,5.835,True,excess,88,65,0.253561,0.094151,2.6931,0.15941,2.0541,3.6016,0.110968,0.214976,45.8674,1.2653732017937588e-11,1.5668297586916837e-10,2.1308884718206898e-08,True,True,excess,True,True,True
オペレーティング-operating,5.8298,True,excess,5,7,0.017094,0.011412,1.4979,0.005682,0.4993,4.66,-0.007145,0.021357,0.0948,0.7581196220041039,0.8732376494219637,1.0,False,False,excess,False,False,False
Production,5.7548,False,excess,2,3,0.008547,0.005706,1.4979,0.002841,0.3994,5.9915,-0.00571,0.012814,0.0,1.0,1.0,1.0,False,False,excess,False,False,False
名詞,5.7192,True,excess,19,11,0.05698,0.017118,3.3286,0.039862,1.7749,7.592,0.015643,0.06836,11.1562,0.0008374904095835806,0.002621438382414033,1.0,True,False,excess,True,False,True
活性,5.6197,True,excess,6,8,0.019943,0.012839,1.5533,0.007104,0.5317,3.9943,-0.007153,0.022776,0.2262,0.6343329065717509,0.7679486805656567,1.0,False,False,excess,False,False,False
Maven,5.6197,False,excess,6,5,0.019943,0.008559,2.33,0.011384,0.7681,7.9886,-0.002861,0.028486,1.3896,0.23847988091693703,0.35414472615883774,1.0,False,False,excess,False,False,False
ホルダー-holder,5.6197,False,excess,6,5,0.019943,0.008559,2.33,0.011384,0.7989,7.9886,-0.001486,0.028482,1.3896,0.23847988091693703,0.35414472615883774,1.0,False,False,excess,False,False,False
Agile,5.6197,False,excess,2,3,0.008547,0.005706,1.4979,0.002841,0.3994,5.9915,-0.00571,0.012814,0.0,1.0,1.0,1.0,False,False,excess,False,False,False
セキュリティー-security,5.5944,True,excess,145,141,0.415954,0.202568,2.0534,0.213387,1.7116,2.5255,0.154983,0.274655,52.2738,4.827762655296171e-13,7.194648063290931e-12,8.129952311518752e-10,True,True,excess,True,True,True
ハンドリング-handling,5.5146,True,excess,37,24,0.108262,0.035663,3.0357,0.072599,1.8209,5.0606,0.035562,0.10964,20.4699,6.057503688469823e-06,3.063314177592547e-05,0.010200836211383181,True,True,excess,True,True,True
進展,5.5015,True,excess,2,3,0.008547,0.005706,1.4979,0.002841,0.3329,5.9915,-0.00571,0.012815,0.0,1.0,1.0,1.0,False,False,excess,False,False,False
Nginx,5.5015,True,excess,6,5,0.019943,0.008559,2.33,0.011384,0.7989,6.99,-0.002861,0.027059,1.3896,0.23847988091693703,0.35414472615883774,1.0,False,False,excess,False,False,False
スロット-slot,5.4477,True,excess,1,4,0.005698,0.007133,0.7989,-0.001435,0.2496,2.9957,-0.008563,0.007116,0.0251,0.8740693647788055,0.9671043431586783,1.0,False,False,deficit,False,False,False
Build,5.373,True,excess,6,15,0.019943,0.022825,0.8738,-0.002882,0.2996,2.164,-0.019984,0.017066,0.0547,0.81513645901801,0.9218870362567689,1.0,False,False,deficit,False,False,False
ソフトウェア-software,5.3621,True,excess,138,156,0.396011,0.223966,1.7682,0.172046,1.4703,2.1332,0.112142,0.230555,33.1686,8.450503116524752e-09,6.941779145476917e-08,1.4230647248227682e-05,True,True,excess,True,True,True
プレース-place,5.3045,False,excess,7,6,0.022792,0.009986,2.2825,0.012806,0.8545,5.9915,-0.002861,0.031331,1.6454,0.19959009957225926,0.30495046425181144,1.0,False,False,excess,False,False,False
策定,5.2257,True,excess,33,27,0.096866,0.039943,2.4251,0.056923,1.5601,3.9943,0.026998,0.092542,12.429,0.00042272332795049273,0.0014410244620822463,0.7118660842686297,True,False,excess,True,False,True
使い分ける,5.2215,True,excess,16,17,0.048433,0.025678,1.8862,0.022755,0.9986,3.6621,-4.1e-05,0.048401,2.851,0.09131908548600859,0.158374191512295,1.0,False,False,excess,False,False,False
防御,5.206,True,excess,9,11,0.02849,0.017118,1.6643,0.011372,0.7262,3.5958,-0.005731,0.031311,0.7709,0.3799281229532361,0.515136037885064,1.0,False,False,excess,False,False,False
Bad,5.1832,True,excess,14,4,0.042735,0.007133,5.9915,0.035602,2.6629,17.9744,0.015659,0.056976,14.3078,0.00015522234065243977,0.000596790917029015,0.2613944216587086,True,False,excess,True,False,True
コミュニケーション-communication,5.0895,True,excess,73,67,0.210826,0.097004,2.1734,0.113822,1.6292,2.914,0.068237,0.160837,24.751,6.523392377153373e-07,4.053650466098259e-06,0.001098539276312628,True,True,excess,True,True,True
Tests,5.0793,False,excess,3,2,0.011396,0.00428,2.6629,0.007116,0.6657,10.0357,-0.001435,0.018512,0.628,0.42809339661910784,0.5676451022886437,1.0,False,False,excess,False,False,False
MFA,5.0793,False,excess,5,2,0.017094,0.00428,3.9943,0.012814,0.9986,15.9772,-8e-06,0.027059,3.0381,0.08133049726932774,0.14432092455379128,1.0,False,False,excess,False,False,False
SHA,5.0793,False,excess,3,6,0.011396,0.009986,1.1412,0.00141,0.3329,3.9943,-0.008571,0.014233,0.0,1.0,1.0,1.0,False,False,excess,False,False,False
枠組み,5.0793,False,excess,1,7,0.005698,0.011412,0.4993,-0.005714,0.1664,1.4979,-0.014273,0.002841,0.7715,0.3797524517544325,0.515136037885064,1.0,False,False,deficit,False,False,False
Tools,5.0793,False,excess,2,5,0.008547,0.008559,0.9986,-1.2e-05,0.2219,3.3286,-0.00999,0.011384,0.0,1.0,1.0,1.0,False,False,deficit,False,False,False
Docker,4.9183,True,excess,70,95,0.202279,0.136947,1.4771,0.065332,1.1142,1.9485,0.016879,0.115208,6.8032,0.009099674482198634,0.02192253480403791,1.0,True,False,excess,True,False,True
クロース-cloth,4.9104,True,excess,28,17,0.082621,0.025678,3.2176,0.056943,1.9304,6.1917,0.029868,0.088334,16.3246,5.336589482271731e-05,0.00022579941427501495,0.08986816688145595,True,False,excess,True,False,True
役立てる,4.9104,True,excess,14,11,0.042735,0.017118,2.4964,0.025617,1.1977,5.4208,0.004239,0.048413,4.9222,0.02651380895860597,0.05553389836603539,1.0,False,False,excess,False,False,True
慣習,4.9104,False,excess,2,4,0.008547,0.007133,1.1983,0.001414,0.2853,3.9943,-0.007145,0.011392,0.0,1.0,1.0,1.0,False,False,excess,False,False,False
Injection,4.9104,False,excess,5,3,0.017094,0.005706,2.9957,0.011388,0.8559,11.9829,-0.001435,0.025637,1.9051,0.1675040765463246,0.2616668505603067,1.0,False,False,excess,False,False,False
ORM,4.8409,True,excess,16,7,0.048433,0.011412,4.2439,0.037021,1.9972,11.9829,0.015655,0.06267,12.2743,0.00045923878254796403,0.0015529279313469307,0.7733581098107715,True,False,excess,True,False,True
バリデーション-validation,4.8195,True,excess,28,25,0.082621,0.03709,2.2276,0.045531,1.3773,3.8833,0.017029,0.078301,8.6463,0.0032771902563973757,0.008944551688449239,1.0,True,False,excess,True,False,True
重点,4.8195,True,excess,13,13,0.039886,0.019971,1.9972,0.019915,0.9076,4.1763,-0.002878,0.042719,2.6078,0.1063362139430012,0.17817928784080997,1.0,False,False,excess,False,False,False
Representational,4.8195,True,excess,16,12,0.048433,0.018545,2.6117,0.029888,1.2359,5.3281,0.005665,0.052727,6.279,0.012217368527782461,0.028012542155387954,1.0,True,False,excess,True,False,True
留意,4.8195,True,excess,10,13,0.031339,0.019971,1.5692,0.011368,0.699,3.495,-0.008584,0.031323,0.6723,0.41223833501735563,0.5509598064835134,1.0,False,False,excess,False,False,False
実施,4.7932,True,excess,102,137,0.293447,0.196862,1.4906,0.096586,1.1957,1.8546,0.042438,0.150793,11.6205,0.000652304278162066,0.0020987128009650018,1.0,True,False,excess,True,False,True
フィードバック-feedback,4.7638,True,excess,79,53,0.22792,0.077033,2.9587,0.150887,2.219,4.2027,0.105291,0.203635,46.4113,9.586287644615046e-12,1.21378258597983e-10,1.614330839353174e-08,True,True,excess,True,True,True
両立,4.7416,True,excess,17,11,0.051282,0.017118,2.9957,0.034164,1.6221,6.7917,0.01279,0.059801,8.4806,0.0035895093343575983,0.009687073267721466,1.0,True,False,excess,True,False,True
Commit,4.7134,True,excess,5,13,0.017094,0.019971,0.8559,-0.002877,0.3073,1.9972,-0.017174,0.014221,0.0636,0.8009090411181709,0.909461109401888,1.0,False,False,deficit,False,False,False
Before,4.674,False,excess,6,5,0.019943,0.008559,2.33,0.011384,0.7489,7.3229,-0.002869,0.027059,1.3896,0.23847988091693703,0.35414472615883774,1.0,False,False,excess,False,False,False
怠る,4.674,False,excess,6,5,0.019943,0.008559,2.33,0.011384,0.7989,6.99,-0.002861,0.027059,1.3896,0.23847988091693703,0.35414472615883774,1.0,False,False,excess,False,False,False
Canary,4.674,False,excess,6,1,0.019943,0.002853,6.99,0.01709,1.9972,21.9687,0.004267,0.031335,6.4897,0.010850170174187995,0.02527204228676706,1.0,True,False,excess,True,False,True
リレーションシップ-relationship,4.588,True,excess,10,11,0.031339,0.017118,1.8307,0.014221,0.8733,3.9943,-0.002886,0.034172,1.3666,0.24239379597509197,0.3583767800018041,1.0,False,False,excess,False,False,False
品質,4.5674,True,excess,172,102,0.492877,0.146933,3.3544,0.345945,2.7505,4.2499,0.287526,0.407204,142.8161,6.448209163640296e-33,6.032657906427921e-31,1.0858784231570258e-29,True,True,excess,True,True,True
正規,4.5628,True,excess,33,38,0.096866,0.055635,1.7411,0.041231,1.1147,2.7839,0.007035,0.079695,5.3041,0.021275541189030876,0.045815871307324806,1.0,True,False,excess,True,False,True
プロセス-process,4.5198,True,excess,156,152,0.447293,0.21826,2.0494,0.229034,1.7301,2.4706,0.173448,0.28462,57.7116,3.03505606470327e-14,5.215341237714598e-13,5.111034412960307e-11,True,True,excess,True,True,True
設ける,4.5164,True,excess,38,34,0.111111,0.049929,2.2254,0.061182,1.4671,3.4437,0.026978,0.09965,12.2292,0.0004704740155636157,0.0015845564844182577,0.7922782422091288,True,False,excess,True,False,True
デリバリー-delivery,4.5164,True,excess,27,18,0.079772,0.027104,2.9432,0.052668,1.6643,5.3288,0.022739,0.084054,13.8172,0.00020148711198512333,0.0007408390755086194,0.3393042965829477,True,False,excess,True,False,True
Teams,4.5164,True,excess,13,3,0.039886,0.005706,6.99,0.03418,2.6629,29.9573,0.014233,0.055545,14.6688,0.00012814749812178178,0.0005030312047484395,0.21580038683708053,True,False,excess,True,False,True
TDD,4.5164,False,excess,4,6,0.014245,0.009986,1.4265,0.004259,0.3631,5.0012,-0.008567,0.018512,0.0126,0.9105541210349004,0.9995913558166704,1.0,False,False,excess,False,False,False
Generation,4.5164,False,excess,1,2,0.005698,0.00428,1.3314,0.001418,0.3994,5.9915,-0.00571,0.008543,0.0,1.0,1.0,1.0,False,False,excess,False,False,False
Merge,4.491,True,excess,14,14,0.042735,0.021398,1.9972,0.021337,0.9986,3.9943,-4.1e-05,0.044121,2.8666,0.09043451163188397,0.1574888496257421,1.0,False,False,excess,False,False,False
Content,4.491,True,excess,28,13,0.082621,0.019971,4.137,0.06265,2.2964,8.4338,0.032729,0.092574,21.8565,2.9382071091673864e-06,1.6117070918038692e-05,0.004947940771837879,True,True,excess,True,True,True
立てる,4.4833,True,excess,41,75,0.119658,0.108417,1.1037,0.011242,0.7545,1.5203,-0.028756,0.051136,0.1466,0.7018236276418874,0.8305488327118331,1.0,False,False,excess,False,False,False
バランス-balance,4.4672,True,excess,36,40,0.105413,0.058488,1.8023,0.046925,1.1801,2.7299,0.012717,0.082536,6.5976,0.010211592987168302,0.02395031001447273,1.0,True,False,excess,True,False,True
JUnit,4.4558,True,excess,11,5,0.034188,0.008559,3.9943,0.025629,1.5688,10.9843,0.007108,0.045576,7.624,0.005759699485725881,0.01454173003592561,1.0,True,False,excess,True,False,True
リソース-resource,4.4303,True,excess,114,134,0.327635,0.192582,1.7013,0.135053,1.3672,2.0848,0.079463,0.190615,22.5848,2.0106655890447785e-06,1.1595756342299339e-05,0.003385960851951407,True,True,excess,True,True,True
盗聴,4.4038,False,excess,8,5,0.025641,0.008559,2.9957,0.017082,1.109,8.9872,0.001406,0.03418,3.5147,0.06082781372294129,0.11356323537631167,1.0,False,False,excess,False,False,True
設計,4.3917,True,excess,168,289,0.481481,0.413695,1.1639,0.067787,1.0053,1.3226,0.002247,0.127679,4.0106,0.04521459830081887,0.08751883165353906,1.0,False,False,excess,False,False,True
